[11/19/2025 5:42:38 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"1111","StationTriNMName":"11","Address":"11","City":"11","Province":"11","Latitude":11,"Longitude":11,"Capacity":11,"CurrentAvailable":11,"Owner":"22","ContactPhone":"11","ContactEmail":"11@gmail.com","Description":"11","CreatedDate":"2025-11-19T17:42:15.9234047+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"11","ChargerTriNMs":[],"Location":"11"}
[11/19/2025 7:57:57 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195755-2311","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 7:57:57 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195755-8872","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 7:57:57 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195756-8820","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 7:57:57 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195756-8348","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 7:58:00 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195759-6034","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 7:58:00 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195759-6034","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 7:58:01 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195759-3241","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 7:58:01 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195759-3241","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 7:58:01 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119195759-3597","StationTriNMName":"sdsd","Address":"dsd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"dsd","ContactPhone":"0123456789","ContactEmail":"de@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T19:57:32.263823+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"dsd"}
[11/19/2025 8:02:02 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200159-2396","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:02 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200200-8687","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:02 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200200-8687","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:02 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200200-4762","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:02 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200200-4762","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:04 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200202-3277","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:04 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200203-3662","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:04 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200203-9651","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:05 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200203-7139","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:05 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200203-2966","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:05 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-3357","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:05 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-3357","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:05 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-2221","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:05 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-6747","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:05 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-6747","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:05 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-5376","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-4463","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-4463","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-5827","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-5827","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-8476","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200204-8476","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200205-6800","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200205-2723","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:06 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200205-1593","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:07 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200205-5217","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:07 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200205-5217","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
